frame.frame.encap_type,frame.frame.time,frame.frame.time_utc,frame.frame.time_epoch,frame.frame.offset_shift,frame.frame.time_delta,frame.frame.time_delta_displayed,frame.frame.time_relative,frame.frame.number,frame.frame.len,frame.frame.cap_len,frame.frame.marked,frame.frame.ignored,frame.frame.protocols,sll.sll.etype,sll.sll.ifindex,sll.sll.hatype,sll.sll.pkttype,sll.sll.halen,sll.sll.src.eth,sll.sll.unused,ip.ip.version,ip.ip.hdr_len,ip.ip.dsfield,ip.ip.dsfield_tree,ip.ip.len,ip.ip.id,ip.ip.flags,ip.ip.flags_tree,ip.ip.frag_offset,ip.ip.ttl,ip.ip.proto,ip.ip.checksum,ip.ip.checksum.status,ip.ip.src,ip.ip.addr,ip.ip.src_host,ip.ip.host,ip.ip.dst,ip.ip.dst_host,udp.udp.srcport,udp.udp.dstport,udp.udp.port,udp.udp.length,udp.udp.checksum,udp.udp.checksum.status,udp.udp.stream,udp.Timestamps,udp.udp.payload,dns.dns.id,dns.dns.flags,dns.dns.flags_tree,dns.dns.count.queries,dns.dns.count.answers,dns.dns.count.auth_rr,dns.dns.count.add_rr,dns.Queries,dns.Additional records,dns.Answers,dns.dns.unsolicited,dns.dns.response_to,dns.dns.time,dns.Authoritative nameservers,udp.udp.srcport_tree,udp.udp.dstport_tree
210,"Nov 14, 2025 22:27:06.473667000 +06","Nov 14, 2025 16:27:06.473667000 UTC",1763137626.473667000,0,0.000085,0.000085,47.991744,56,98,98,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,0:06,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",78,0x4026,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x7886,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,1133,53,53,58,0x3c31,2,2,"{'udp.time_relative': '0.000000000', 'udp.time_delta': '0.000000000'}",fc:cb:01:00:00:01:00:00:00:00:00:00:06:6d:6f:62:69:6c:65:06:65:76:65:6e:74:73:04:64:61:74:61:09:6d:69:63:72:6f:73:6f:66:74:03:63:6f:6d:00:00:41:00:01,0xfccb,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'mobile.events.data.microsoft.com: type HTTPS, class IN': {'dns.qry.name': 'mobile.events.data.microsoft.com', 'dns.qry.name.len': '32', 'dns.count.labels': '5', 'dns.qry.type': '65', 'dns.qry.class': '0x0001'}}",,,,,,,,
210,"Nov 14, 2025 22:27:06.476904000 +06","Nov 14, 2025 16:27:06.476904000 UTC",1763137626.476904000,0,0.003237,0.003237,47.994981,57,222,222,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,cd:d9,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",202,0x860e,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x3222,2,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.161,192.168.0.161,53,54069,54069,182,0x42ec,2,1,"{'udp.time_relative': '0.003322000', 'udp.time_delta': '0.003322000'}",a6:a2:81:80:00:01:00:03:00:00:00:00:06:6d:6f:62:69:6c:65:06:65:76:65:6e:74:73:04:64:61:74:61:09:6d:69:63:72:6f:73:6f:66:74:03:63:6f:6d:00:00:01:00:01:c0:0c:00:05:00:01:00:00:00:09:00:27:06:6d:6f:62:69:6c:65:06:65:76:65:6e:74:73:04:64:61:74:61:0e:74:72:61:66:66:69:63:6d:61:6e:61:67:65:72:03:6e:65:74:00:c0:3e:00:05:00:01:00:00:00:09:00:2d:10:6f:6e:65:64:73:63:6f:6c:70:72:64:77:65:75:30:31:0a:77:65:73:74:65:75:72:6f:70:65:08:63:6c:6f:75:64:61:70:70:05:61:7a:75:72:65:c0:29:c0:71:00:01:00:01:00:00:00:06:00:04:14:32:c9:c3,0xa6a2,0x8180,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.recavail': '1', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,3,0,0,"{'mobile.events.data.microsoft.com: type A, class IN': {'dns.qry.name': 'mobile.events.data.microsoft.com', 'dns.qry.name.len': '32', 'dns.count.labels': '5', 'dns.qry.type': '1', 'dns.qry.class': '0x0001'}}",,"{'mobile.events.data.microsoft.com: type CNAME, class IN, cname mobile.events.data.trafficmanager.net': {'dns.resp.name': 'mobile.events.data.microsoft.com', 'dns.resp.type': '5', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '9', 'dns.resp.len': '39', 'dns.cname': 'mobile.events.data.trafficmanager.net'}, 'mobile.events.data.trafficmanager.net: type CNAME, class IN, cname onedscolprdweu01.westeurope.cloudapp.azure.com': {'dns.resp.name': 'mobile.events.data.trafficmanager.net', 'dns.resp.type': '5', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '9', 'dns.resp.len': '45', 'dns.cname': 'onedscolprdweu01.westeurope.cloudapp.azure.com'}, 'onedscolprdweu01.westeurope.cloudapp.azure.com: type A, class IN, addr 20.50.201.195': {'dns.resp.name': 'onedscolprdweu01.westeurope.cloudapp.azure.com', 'dns.resp.type': '1', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '6', 'dns.resp.len': '4', 'dns.a': '20.50.201.195'}}",,55,0.003322,,,
210,"Nov 14, 2025 22:27:06.476905000 +06","Nov 14, 2025 16:27:06.476905000 UTC",1763137626.476905000,0,0.000001,0.000001,47.994982,58,266,266,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",246,0x860f,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x31f5,2,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.161,192.168.0.161,53,1133,1133,226,0x9272,2,2,"{'udp.time_relative': '0.003238000', 'udp.time_delta': '0.003238000'}",fc:cb:81:80:00:01:00:02:00:01:00:00:06:6d:6f:62:69:6c:65:06:65:76:65:6e:74:73:04:64:61:74:61:09:6d:69:63:72:6f:73:6f:66:74:03:63:6f:6d:00:00:41:00:01:c0:0c:00:05:00:01:00:00:00:fb:00:27:06:6d:6f:62:69:6c:65:06:65:76:65:6e:74:73:04:64:61:74:61:0e:74:72:61:66:66:69:63:6d:61:6e:61:67:65:72:03:6e:65:74:00:c0:3e:00:05:00:01:00:00:00:fb:00:2c:10:6f:6e:65:64:73:63:6f:6c:70:72:64:63:75:73:30:37:09:63:65:6e:74:72:61:6c:75:73:08:63:6c:6f:75:64:61:70:70:05:61:7a:75:72:65:c0:29:c0:82:00:06:00:01:00:00:01:01:00:31:07:6e:73:31:2d:32:30:31:09:61:7a:75:72:65:2d:64:6e:73:c0:29:06:6d:73:6e:68:73:74:c0:1f:00:00:27:11:00:00:03:84:00:00:01:2c:00:09:3a:80:00:00:00:3c,0xfccb,0x8180,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.recavail': '1', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,2,1,0,"{'mobile.events.data.microsoft.com: type HTTPS, class IN': {'dns.qry.name': 'mobile.events.data.microsoft.com', 'dns.qry.name.len': '32', 'dns.count.labels': '5', 'dns.qry.type': '65', 'dns.qry.class': '0x0001'}}",,"{'mobile.events.data.microsoft.com: type CNAME, class IN, cname mobile.events.data.trafficmanager.net': {'dns.resp.name': 'mobile.events.data.microsoft.com', 'dns.resp.type': '5', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '251', 'dns.resp.len': '39', 'dns.cname': 'mobile.events.data.trafficmanager.net'}, 'mobile.events.data.trafficmanager.net: type CNAME, class IN, cname onedscolprdcus07.centralus.cloudapp.azure.com': {'dns.resp.name': 'mobile.events.data.trafficmanager.net', 'dns.resp.type': '5', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '251', 'dns.resp.len': '44', 'dns.cname': 'onedscolprdcus07.centralus.cloudapp.azure.com'}}",,56,0.003238,"{'centralus.cloudapp.azure.com: type SOA, class IN, mname ns1-201.azure-dns.com': {'dns.resp.name': 'centralus.cloudapp.azure.com', 'dns.resp.type': '6', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '257', 'dns.resp.len': '49', 'dns.soa.mname': 'ns1-201.azure-dns.com', 'dns.soa.rname': 'msnhst.microsoft.com', 'dns.soa.serial_number': '10001', 'dns.soa.refresh_interval': '900', 'dns.soa.retry_interval': '300', 'dns.soa.expire_limit': '604800', 'dns.soa.minimum_ttl': '60'}}",,
210,"Nov 14, 2025 22:27:07.001403000 +06","Nov 14, 2025 16:27:07.001403000 UTC",1763137627.001403000,0,0.524498,0.524498,48.51948,59,106,106,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",86,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xedcf,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,66,0xe281,2,0,"{'udp.time_relative': '48.519480000', 'udp.time_delta': '4.003479000'}",ed:25:01:00:00:01:00:00:00:00:00:01:08:70:61:61:61:6f:79:6c:79:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0xed25,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'paaaoyly.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyly.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
210,"Nov 14, 2025 22:27:07.095559000 +06","Nov 14, 2025 16:27:07.095559000 UTC",1763137627.095559000,0,0.094156,0.094156,48.613636,60,111,111,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",91,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfbca,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,71,0x815c,2,0,"{'udp.time_relative': '48.613636000', 'udp.time_delta': '0.094156000'}",ce:f6:84:00:00:01:00:01:00:00:00:00:08:70:61:61:61:6f:79:6c:71:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:b0:00,0xcef6,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'paaaoylq.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoylq.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'paaaoylq.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'paaaoylq.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,53,4.190174,,,
210,"Nov 14, 2025 22:27:11.099345000 +06","Nov 14, 2025 16:27:11.099345000 UTC",1763137631.099345000,0,4.003786,4.003786,52.617422,61,106,106,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",86,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xedcf,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,66,0xdc52,2,0,"{'udp.time_relative': '52.617422000', 'udp.time_delta': '4.003786000'}",0b:54:01:00:00:01:00:00:00:00:00:01:08:70:61:61:61:6f:79:6d:61:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0x0b54,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'paaaoyma.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyma.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
210,"Nov 14, 2025 22:27:11.189640000 +06","Nov 14, 2025 16:27:11.189640000 UTC",1763137631.189640000,0,0.090295,0.090295,52.707717,62,111,111,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,0:01,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",91,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfbca,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,71,0x5b2d,2,0,"{'udp.time_relative': '52.707717000', 'udp.time_delta': '0.090295000'}",ed:25:84:00:00:01:00:01:00:00:00:00:08:70:61:61:61:6f:79:6c:79:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:b0:00,0xed25,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'paaaoyly.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyly.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'paaaoyly.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'paaaoyly.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,59,4.188237,,,
210,"Nov 14, 2025 22:27:15.193482000 +06","Nov 14, 2025 16:27:15.193482000 UTC",1763137635.193482000,0,4.003842,4.003842,56.711559,63,106,106,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",86,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xedcf,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,66,0xb623,2,0,"{'udp.time_relative': '56.711559000', 'udp.time_delta': '4.003842000'}",29:83:01:00:00:01:00:00:00:00:00:01:08:70:61:61:61:6f:79:6d:69:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0x2983,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'paaaoymi.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoymi.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
210,"Nov 14, 2025 22:27:15.490577000 +06","Nov 14, 2025 16:27:15.490577000 UTC",1763137635.490577000,0,0.297095,0.297095,57.008654,64,111,111,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,0:01,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",91,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfbca,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,71,0x54fe,2,0,"{'udp.time_relative': '57.008654000', 'udp.time_delta': '0.297095000'}",0b:54:84:00:00:01:00:01:00:00:00:00:08:70:61:61:61:6f:79:6d:61:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:b0:00,0x0b54,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'paaaoyma.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyma.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'paaaoyma.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'paaaoyma.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,61,4.391232,,,
210,"Nov 14, 2025 22:27:15.652805000 +06","Nov 14, 2025 16:27:15.652805000 UTC",1763137635.652805000,0,0.162228,0.162228,57.170882,65,77,77,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",57,0x81ee,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x36d3,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,40437,53,53,37,0x03b8,2,3,"{'udp.time_relative': '0.000000000', 'udp.time_delta': '0.000000000'}",11:5d:01:00:00:01:00:00:00:00:00:00:07:63:68:61:74:67:70:74:03:63:6f:6d:00:00:01:00:01,0x115d,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'chatgpt.com: type A, class IN': {'dns.qry.name': 'chatgpt.com', 'dns.qry.name.len': '11', 'dns.count.labels': '2', 'dns.qry.type': '1', 'dns.qry.class': '0x0001'}}",,,,,,,,
210,"Nov 14, 2025 22:27:15.652898000 +06","Nov 14, 2025 16:27:15.652898000 UTC",1763137635.652898000,0,0.000093,0.000093,57.170975,66,77,77,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",57,0x8920,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x2fa1,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,33700,53,53,37,0xb28a,2,4,"{'udp.time_relative': '0.000000000', 'udp.time_delta': '0.000000000'}",3c:db:01:00:00:01:00:00:00:00:00:00:07:63:68:61:74:67:70:74:03:63:6f:6d:00:00:41:00:01,0x3cdb,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'chatgpt.com: type HTTPS, class IN': {'dns.qry.name': 'chatgpt.com', 'dns.qry.name.len': '11', 'dns.count.labels': '2', 'dns.qry.type': '65', 'dns.qry.class': '0x0001'}}",,,,,,,,
210,"Nov 14, 2025 22:27:15.654995000 +06","Nov 14, 2025 16:27:15.654995000 UTC",1763137635.654995000,0,0.002097,0.002097,57.173072,67,109,109,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",89,0x8729,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x3178,2,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.161,192.168.0.161,53,40437,40437,69,0xc1a2,2,3,"{'udp.time_relative': '0.002190000', 'udp.time_delta': '0.002190000'}",11:5d:81:80:00:01:00:02:00:00:00:00:07:63:68:61:74:67:70:74:03:63:6f:6d:00:00:01:00:01:c0:0c:00:01:00:01:00:00:01:24:00:04:ac:40:9b:d1:c0:0c:00:01:00:01:00:00:01:24:00:04:68:12:20:2f,0x115d,0x8180,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.recavail': '1', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,2,0,0,"{'chatgpt.com: type A, class IN': {'dns.qry.name': 'chatgpt.com', 'dns.qry.name.len': '11', 'dns.count.labels': '2', 'dns.qry.type': '1', 'dns.qry.class': '0x0001'}}",,"{'chatgpt.com: type A, class IN, addr 172.64.155.209': {'dns.resp.name': 'chatgpt.com', 'dns.resp.type': '1', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '292', 'dns.resp.len': '4', 'dns.a': '172.64.155.209'}, 'chatgpt.com: type A, class IN, addr 104.18.32.47': {'dns.resp.name': 'chatgpt.com', 'dns.resp.type': '1', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '292', 'dns.resp.len': '4', 'dns.a': '104.18.32.47'}}",,65,0.00219,,,
210,"Nov 14, 2025 22:27:15.654996000 +06","Nov 14, 2025 16:27:15.654996000 UTC",1763137635.654996000,0,0.000001,0.000001,57.173073,68,138,138,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,0:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",118,0x872a,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x315a,2,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.161,192.168.0.161,53,33700,33700,98,0x1ab9,2,4,"{'udp.time_relative': '0.002098000', 'udp.time_delta': '0.002098000'}",3c:db:81:80:00:01:00:00:00:01:00:00:07:63:68:61:74:67:70:74:03:63:6f:6d:00:00:41:00:01:c0:0c:00:06:00:01:00:00:00:dc:00:31:06:68:61:73:73:61:6e:02:6e:73:0a:63:6c:6f:75:64:66:6c:61:72:65:c0:14:03:64:6e:73:c0:33:8e:5e:41:c7:00:00:27:10:00:00:09:60:00:09:3a:80:00:00:00:05,0x3cdb,0x8180,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.recavail': '1', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,0,1,0,"{'chatgpt.com: type HTTPS, class IN': {'dns.qry.name': 'chatgpt.com', 'dns.qry.name.len': '11', 'dns.count.labels': '2', 'dns.qry.type': '65', 'dns.qry.class': '0x0001'}}",,,,66,0.002098,"{'chatgpt.com: type SOA, class IN, mname hassan.ns.cloudflare.com': {'dns.resp.name': 'chatgpt.com', 'dns.resp.type': '6', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '220', 'dns.resp.len': '49', 'dns.soa.mname': 'hassan.ns.cloudflare.com', 'dns.soa.rname': 'dns.cloudflare.com', 'dns.soa.serial_number': '2388541895', 'dns.soa.refresh_interval': '10000', 'dns.soa.retry_interval': '2400', 'dns.soa.expire_limit': '604800', 'dns.soa.minimum_ttl': '5'}}",,
